Date,RegionName,State,Metro,County,City,SizeRank,Zri,MoM,QoQ,YoY,ZriRecordCnt
1/31/2020,Woodland Hills,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,74,2874,-0.0131,0.0023,0.0098,25955
1/31/2020,Sherman Oaks,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,76,2949,-0.0094,-0.005,0.0053,23183
1/31/2020,Pacoima,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,77,2502,-0.0042,0.0135,-0.013,12133
1/31/2020,Southwest,CA,San Diego-Carlsbad,San Diego County,Chula Vista,81,2365,0.0046,0.0146,0.0503,13511
1/31/2020,Canyon Country,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Santa Clarita,82,2695,0.0042,-0.0109,0.0154,22382
1/31/2020,Mira Mesa,CA,San Diego-Carlsbad,San Diego County,San Diego,83,2484,-0.0076,0.0045,0.0332,23229
1/31/2020,West Anaheim,CA,Los Angeles-Long Beach-Anaheim,Orange County,Anaheim,84,2359,-0.0098,0.0031,-0.0143,10741
1/31/2020,Valencia,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Santa Clarita,89,2575,0.0094,-0.016,-0.001,24984
1/31/2020,Westlake,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,90,2505,-0.0021,0.0037,0.0033,4102
1/31/2020,Reseda,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,91,2712,0.0077,0.031,0.0328,15731
1/31/2020,Panorama City,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,102,2553,0.0017,0.0115,0.019,8977
1/31/2020,Valley Glen,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,119,2686,-0.0142,0.0123,0.0206,11123
1/31/2020,North Hills,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,123,2610,-0.0041,0.0247,0.0162,11000
1/31/2020,Woodward Park,CA,Fresno,Fresno County,Fresno,124,1646,0.0028,0.0187,0.0497,21075
1/31/2020,Mclane,CA,Fresno,Fresno County,Fresno,133,1242,0.0056,0.0239,0.0709,14451
1/31/2020,Hoover,CA,Fresno,Fresno County,Fresno,136,1344,0.0078,0.0106,0.0313,12758
1/31/2020,Parkway,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Sacramento,138,1624,0.0011,0.0165,0.061,12521
1/31/2020,Wilmington,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,141,2307,0,-0.006,-0.0247,7464
1/31/2020,Canoga Park,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,143,2514,-0.0079,0.0157,-0.0044,7781
1/31/2020,Westwood,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,146,4245,-0.0141,-0.0243,0.012,12489
1/31/2020,Fresno High Roeding,CA,Fresno,Fresno County,Fresno,150,1177,0.0184,0.0034,0.0674,15343
1/31/2020,Central City,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,151,2349,-0.0015,-0.0091,-0.0366,5108
1/31/2020,West,CA,Fresno,Fresno County,Fresno,153,1295,0.0116,0.0105,0.0607,14016
1/31/2020,Fairgrounds,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,San Jose,155,2893,-0.0056,-0.0155,-0.0313,10382
1/31/2020,Northwest,CA,San Diego-Carlsbad,San Diego County,Chula Vista,162,2389,0.0229,0.0055,0.0824,10257
1/31/2020,Northeast Anaheim,CA,Los Angeles-Long Beach-Anaheim,Orange County,Anaheim,163,2509,-0.0146,-0.0032,0.0115,10085
1/31/2020,Highland Park,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,167,2334,0.0024,0.0148,0.0084,9378
1/31/2020,Outer Sunset,CA,San Francisco-Oakland-Hayward,San Francisco County,San Francisco,168,3933,-0.0069,-0.0045,0.0028,12666
1/31/2020,Granada Hills,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,170,2728,0,0.0202,0.0323,16223
1/31/2020,Cambrian Park,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,San Jose,171,3278,-0.0068,-0.0095,-0.0099,16408
1/31/2020,University City,CA,San Diego-Carlsbad,San Diego County,San Diego,173,2695,-0.0054,-0.023,0.0269,14025
1/31/2020,Rancho Penasquitos,CA,San Diego-Carlsbad,San Diego County,San Diego,179,2457,-0.0023,0.0127,0.015,15605
1/31/2020,Winnetka,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,180,2771,-0.001,0.0018,0.0211,12438
1/31/2020,Lake Balboa,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,184,2587,-0.0094,0.0074,-0.013,10487
1/31/2020,Encino,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,186,2988,-0.0094,0.0048,0.0052,17225
1/31/2020,Mid City West,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,191,3389,0.0024,-0.0172,0.0135,14256
1/31/2020,North Highlands,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Sacramento,192,1557,0.0072,0.0006,0.0345,11492
1/31/2020,Southwest Anaheim,CA,Los Angeles-Long Beach-Anaheim,Orange County,Anaheim,193,2600,-0.0022,0.0083,0.0213,9565
1/31/2020,Newbury Park,CA,Oxnard-Thousand Oaks-Ventura,Ventura County,Thousand Oaks,196,3002,-0.0002,0.0015,0.0052,15143
1/31/2020,Carmel Valley,CA,San Diego-Carlsbad,San Diego County,San Diego,198,3252,-0.0123,-0.0254,0.0057,19093
1/31/2020,Palms,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,199,3223,0.0002,0.0042,0.0235,5496
1/31/2020,El Sereno,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,201,2451,0.0107,0.0148,0.0206,9371
1/31/2020,Almaden Valley,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,San Jose,208,3411,0,-0.0079,-0.0006,16550
1/31/2020,Rancho Bernardo,CA,San Diego-Carlsbad,San Diego County,San Diego,210,2518,0.003,0.0148,0.0376,16504
1/31/2020,Southeast Anaheim,CA,Los Angeles-Long Beach-Anaheim,Orange County,Anaheim,213,2385,-0.018,0.0012,-0.0117,7403
1/31/2020,Valley High-North Laguna,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Sacramento,215,1679,0.0042,0.0111,0.0427,11514
1/31/2020,Mar Vista,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,219,3433,-0.004,-0.0185,0.021,9831
1/31/2020,Edenvale - Seven Trees,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,San Jose,228,3200,0.0028,0.0002,0.0144,8040
1/31/2020,Watts,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,232,2250,-0.0056,0.0114,-0.0036,5587
1/31/2020,Harbor Gateway,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,234,2366,-0.0154,-0.048,-0.0121,7011
1/31/2020,Mid Wilshire,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,237,3096,-0.0053,0.0025,0.032,8595
1/31/2020,Mission,CA,San Francisco-Oakland-Hayward,San Francisco County,San Francisco,240,4265,0.0004,-0.0178,-0.0077,4871
1/31/2020,Newhall,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Santa Clarita,247,2493,0.0016,0.0148,0.001,9364
1/31/2020,Tarzana,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,257,2950,-0.0048,0.0144,0.0194,11923
1/31/2020,Anaheim Hills,CA,Los Angeles-Long Beach-Anaheim,Orange County,Anaheim,258,2827,-0.0072,-0.043,-0.0228,16064
1/31/2020,West Hills,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,260,2960,-0.0159,-0.0009,-0.0073,14682
1/31/2020,North Park,CA,San Diego-Carlsbad,San Diego County,San Diego,261,2372,0.0043,0.0007,0.0668,10896
1/31/2020,Arleta,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,267,2557,0.0056,0.0097,0.0233,7987
1/31/2020,Silver Lake,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,268,2963,-0.0153,-0.0129,0.0182,9562
1/31/2020,Studio City,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,270,3235,-0.002,-0.0129,0.0128,13086
1/31/2020,Westchester,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,272,2847,-0.0031,-0.0078,0.0123,10716
1/31/2020,Chatsworth,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,274,2800,-0.0124,-0.0048,0.0152,11005
1/31/2020,Saugus,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Santa Clarita,277,2581,0.0115,-0.0088,-0.0051,15285
1/31/2020,Berryessa,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,San Jose,278,3198,-0.0004,-0.0112,0.0006,11284
1/31/2020,Downtown,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,281,2654,-0.0052,-0.0096,0.0411,15198
1/31/2020,La Sierra,CA,Riverside-San Bernardino-Ontario,Riverside County,Riverside,282,2070,0.0002,0.0089,0.0541,7236
1/31/2020,La Jolla,CA,San Diego-Carlsbad,San Diego County,San Diego,283,3979,-0.0188,0.011,0.0326,19135
1/31/2020,North Central,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Pasadena,287,2460,0.0043,-0.0025,-0.0011,5998
1/31/2020,Riverview West,CA,Los Angeles-Long Beach-Anaheim,Orange County,Santa Ana,290,2475,-0.0101,0.004,-0.006,5844
1/31/2020,Park Mesa Heights,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,296,2330,-0.0122,-0.0176,-0.0205,8783
1/31/2020,Del Rey,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,297,3695,-0.0022,-0.0088,0.02,10334
1/31/2020,Hollywood Hills,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,299,3106,-0.0197,-0.0158,0.0072,15098
1/31/2020,Sawtelle,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,304,3484,-0.0118,-0.0175,0.0124,6779
1/31/2020,Corona Valley,CA,Riverside-San Bernardino-Ontario,Riverside County,Eastvale,308,2415,0.0018,-0.0021,-0.0016,15119
1/31/2020,Venice,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,316,4234,-0.0114,-0.0269,0.0248,14707
1/31/2020,South Corona,CA,Riverside-San Bernardino-Ontario,Riverside County,Corona,317,2487,0.0048,0.0079,0.0308,9681
1/31/2020,Northwest Anaheim,CA,Los Angeles-Long Beach-Anaheim,Orange County,Anaheim,318,2498,-0.0056,0.0126,0.0186,3783
1/31/2020,Otay Mesa West,CA,San Diego-Carlsbad,San Diego County,San Diego,320,2355,0.0203,0.0236,0.0532,7058
1/31/2020,Bay Terraces,CA,San Diego-Carlsbad,San Diego County,San Diego,322,2301,0.024,0.0354,0.0466,8111
1/31/2020,Brentwood,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,323,4348,-0.025,-0.0478,-0.0185,12004
1/31/2020,Lincoln Heights,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,331,2402,0.0024,0.0023,-0.0016,3510
1/31/2020,The Colony,CA,Los Angeles-Long Beach-Anaheim,Orange County,Anaheim,336,2339,-0.0221,-0.0087,-0.0028,6788
1/31/2020,Pacific Beach,CA,San Diego-Carlsbad,San Diego County,San Diego,338,3167,0.0005,-0.0136,0.0719,11421
1/31/2020,Jefferson Park,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,340,2412,-0.0218,-0.0267,-0.0581,4565
1/31/2020,Norwood Cherrylee,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,El Monte,342,2410,0.0019,0.0104,0.0221,6428
1/31/2020,Eagle Rock,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,343,2513,-0.0018,0.0044,-0.014,7900
1/31/2020,Poly High District,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Long Beach,345,2199,0.0043,0.0134,0.0012,4102
1/31/2020,Mountain View,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,El Monte,352,2292,-0.009,-0.0101,-0.0015,3935
1/31/2020,Alum Rock-East Foothills,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,San Jose,355,2928,-0.012,-0.022,-0.0226,6919
1/31/2020,Outer Richmond,CA,San Francisco-Oakland-Hayward,San Francisco County,San Francisco,358,3993,-0.0164,-0.0124,0.0067,5345
1/31/2020,West Side,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Long Beach,365,2282,-0.0028,0.0064,0.0064,5319
1/31/2020,Harvard Heights,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,366,2538,-0.0136,0.0099,-0.0041,2528
1/31/2020,Santa Teresa,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,San Jose,367,3284,-0.0042,-0.0003,0.0116,10688
1/31/2020,Tierrasanta,CA,San Diego-Carlsbad,San Diego County,San Diego,372,2568,0.0026,0.0123,0.0309,7181
1/31/2020,Otay Ranch,CA,San Diego-Carlsbad,San Diego County,Chula Vista,375,2582,-0.0094,-0.0013,0.0259,9104
1/31/2020,Clairemont Mesa East,CA,San Diego-Carlsbad,San Diego County,San Diego,377,2341,0.003,0,0.0358,7753
1/31/2020,Los Feliz,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,390,2913,-0.0247,-0.0123,-0.0001,6429
1/31/2020,Wrigley,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Long Beach,396,2263,-0.007,0.0187,-0.0015,5278
1/31/2020,University Park,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,399,2492,-0.0124,-0.0121,0.0055,1152
1/31/2020,Moneta Gardens,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Hawthorne,402,2378,-0.0058,-0.0203,-0.0353,2084
1/31/2020,Valley Village,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,403,2902,-0.0162,-0.0102,0.0192,6052
1/31/2020,Tujunga,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,404,2585,0.0078,0.0083,0.0108,8061
1/31/2020,Meadowview,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Sacramento,417,1661,0.0064,0.0008,0.046,7322
1/31/2020,Pocket,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Sacramento,419,1839,0.0092,0.0148,0.0326,9193
1/31/2020,South Natomas,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Sacramento,423,1655,0.0026,0.0053,0.0305,6659
1/31/2020,Inner Richmond,CA,San Francisco-Oakland-Hayward,San Francisco County,San Francisco,425,4135,-0.0077,-0.0134,-0.0184,3382
1/31/2020,San Ysidro,CA,San Diego-Carlsbad,San Diego County,San Diego,428,2335,0.0178,0.0193,0.0718,3268
1/31/2020,Ramona,CA,Riverside-San Bernardino-Ontario,Riverside County,Riverside,430,2052,0.0134,0.0255,0.0871,5484
1/31/2020,Harbor City,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,432,2405,0.0034,-0.0093,-0.0064,5471
1/31/2020,Crenshaw,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,437,2787,-0.012,0.0123,0.0506,4600
1/31/2020,North San Jose,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,San Jose,438,3125,0.0046,-0.0131,-0.0197,10206
1/31/2020,Ponderosa,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,Sunnyvale,445,3483,-0.0043,-0.0163,0.0043,6233
1/31/2020,West Adams,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,446,2475,-0.0225,-0.0005,0.001,5643
1/31/2020,Woodbridge,CA,Los Angeles-Long Beach-Anaheim,Orange County,Irvine,448,3038,0.0038,0,0.0182,9949
1/31/2020,Serra Mesa,CA,San Diego-Carlsbad,San Diego County,San Diego,456,2638,0.0016,-0.0003,0.0242,6904
1/31/2020,Linda Vista,CA,San Diego-Carlsbad,San Diego County,San Diego,458,2556,0.0103,-0.0027,0.0314,5878
1/31/2020,Northwood,CA,Los Angeles-Long Beach-Anaheim,Orange County,Irvine,464,2645,0.0009,-0.0061,0.0247,8583
1/31/2020,Echo Park,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,469,2764,-0.0247,0.0013,0.0301,4816
1/31/2020,Parkside,CA,San Francisco-Oakland-Hayward,San Francisco County,San Francisco,475,3809,-0.0034,-0.0029,-0.0001,6871
1/31/2020,Pacific Palisades,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,476,5061,-0.0121,-0.0408,-0.029,10260
1/31/2020,Glassell Park,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,478,2573,-0.0109,0.008,0.004,4502
1/31/2020,North Hawthorne,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Hawthorne,484,2642,-0.0082,-0.0101,0.0077,2557
1/31/2020,Arlanza,CA,Riverside-San Bernardino-Ontario,Riverside County,Riverside,488,1995,0.007,0.0045,0.05,4383
1/31/2020,South,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Pasadena,489,2648,0.0013,-0.0007,0.0322,8440
1/31/2020,Pico-Robertson,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,491,3523,-0.0078,-0.0302,0.0279,4986
1/31/2020,Porter Ranch,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,493,2979,-0.0248,-0.0001,0.0153,8861
1/31/2020,South of Market,CA,San Francisco-Oakland-Hayward,San Francisco County,San Francisco,498,4075,0.006,0.0053,0.026,10366
1/31/2020,Rancho La Costa,CA,San Diego-Carlsbad,San Diego County,Carlsbad,504,3011,0.0002,-0.0098,0.0214,10955
1/31/2020,Edison,CA,Fresno,Fresno County,Fresno,508,1043,0.009,-0.0062,0.062,5261
1/31/2020,Lakewood,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,Sunnyvale,509,3497,-0.0039,-0.0027,0.0313,3928
1/31/2020,Orangecrest,CA,Riverside-San Bernardino-Ontario,Riverside County,Riverside,523,2350,0.0036,0.0049,0.0318,6784
1/31/2020,Northwest Torrance,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Torrance,528,2827,-0.0182,-0.018,0.0147,5400
1/31/2020,Mission Hills,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,530,2571,-0.0019,0.0169,0.0089,5341
1/31/2020,Excelsior,CA,San Francisco-Oakland-Hayward,San Francisco County,San Francisco,544,3857,0.0159,-0.0004,0.0077,4087
1/31/2020,West Central,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Pasadena,545,2382,-0.0015,-0.0053,0.0118,3833
1/31/2020,East Central,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Pasadena,546,2801,0.0087,0.0114,0.0299,6657
1/31/2020,Central City East,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,549,2573,-0.0242,0.002,0.0226,3216
1/31/2020,Pacific Heights,CA,San Francisco-Oakland-Hayward,San Francisco County,San Francisco,551,5116,0.007,0.0004,0.0205,5300
1/31/2020,Harder-Tennyson,CA,San Francisco-Oakland-Hayward,Alameda County,Hayward,562,2679,0.0144,0.0349,0.0353,3022
1/31/2020,Adams-Normandie,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,563,2614,0.0024,0.0015,0.0125,2121
1/31/2020,Tenderloin,CA,San Francisco-Oakland-Hayward,San Francisco County,San Francisco,564,3159,-0.0092,-0.0125,-0.0048,1017
1/31/2020,Hellman,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Long Beach,570,2056,0.0124,0.0128,0.0258,2424
1/31/2020,West Murphy,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,Sunnyvale,582,3433,0.0007,0.0055,0.0303,4507
1/31/2020,West End,CA,San Francisco-Oakland-Hayward,Alameda County,Alameda,598,3239,0.0066,0.0027,0.0147,3749
1/31/2020,East Sacramento,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Sacramento,599,2104,-0.0151,-0.0284,-0.0124,7746
1/31/2020,Point Loma Heights,CA,San Diego-Carlsbad,San Diego County,San Diego,605,2815,-0.0011,-0.012,0.0534,6822
1/31/2020,University,CA,Riverside-San Bernardino-Ontario,Riverside County,Riverside,613,1988,0.0122,-0.0006,0.0598,2874
1/31/2020,Sun City,CA,Riverside-San Bernardino-Ontario,Riverside County,Menifee,619,1689,-0.0085,-0.0012,0.0332,12895
1/31/2020,Citrus Grove,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Glendale,627,2623,0.0041,0.0099,0.0174,1884
1/31/2020,Mount Washington,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,646,2487,-0.0103,-0.0009,-0.0109,4781
1/31/2020,Cameron Park,CA,Sacramento--Roseville--Arden-Arcade,El Dorado County,Shingle Springs,647,2072,-0.0062,-0.0242,0.0241,6589
1/31/2020,Foothill Farms,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Sacramento,648,1506,0.0035,0.0085,0.0277,6044
1/31/2020,Lake Murray,CA,San Diego-Carlsbad,San Diego County,San Diego,651,2572,0.0043,0.0162,0.0318,6301
1/31/2020,Washington,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,Sunnyvale,662,3611,-0.0005,-0.0196,-0.0043,4089
1/31/2020,Wilshire-Montana,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Santa Monica,665,4060,0.0011,-0.0388,0.0103,4263
1/31/2020,Downtown,CA,San Francisco-Oakland-Hayward,Alameda County,Fremont,667,2759,-0.0002,-0.0063,-0.0149,3060
1/31/2020,Lower Peters Canyon,CA,Los Angeles-Long Beach-Anaheim,Orange County,Irvine,680,3072,-0.0194,-0.0082,0.0022,4355
1/31/2020,Paradise Hills,CA,San Diego-Carlsbad,San Diego County,San Diego,682,2427,0.0128,0.0062,0.0522,3925
1/31/2020,Woodcrest,CA,Riverside-San Bernardino-Ontario,Riverside County,Riverside,683,2466,-0.0151,-0.0079,0.0303,3827
1/31/2020,Ortega,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,Sunnyvale,690,3604,0.0028,-0.0127,0.0009,4287
1/31/2020,Mountain View,CA,San Diego-Carlsbad,San Diego County,San Diego,707,2279,0.0113,-0.0133,0.072,2588
1/31/2020,Ardenwood,CA,San Francisco-Oakland-Hayward,Alameda County,Fremont,714,2962,-0.0073,-0.0325,-0.0424,6360
1/31/2020,Canyon Crest,CA,Riverside-San Bernardino-Ontario,Riverside County,Riverside,715,2260,0.008,0.0123,0.0453,6699
1/31/2020,Encanto,CA,San Diego-Carlsbad,San Diego County,San Diego,722,2432,0.0219,0.006,0.0504,3998
1/31/2020,River East,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,El Monte,723,2329,-0.0038,-0.0129,0.0056,2079
1/31/2020,DRNAG,CA,Riverside-San Bernardino-Ontario,San Bernardino County,San Bernardino,725,1674,0.0151,0.0157,0.0584,4152
1/31/2020,Bernal Heights,CA,San Francisco-Oakland-Hayward,San Francisco County,San Francisco,726,4316,0.0135,0.0052,0.0086,3632
1/31/2020,El Camino Real,CA,Los Angeles-Long Beach-Anaheim,Orange County,Irvine,728,2808,0.0013,0.0021,0.0059,5651
1/31/2020,De Anza,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,Sunnyvale,729,3879,0.0128,-0.0191,0.0144,5254
1/31/2020,Bay Park,CA,San Diego-Carlsbad,San Diego County,San Diego,730,2694,0.003,-0.0084,0.0433,5803
1/31/2020,Serra,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,Sunnyvale,736,3715,0.0056,-0.0083,0.0193,4211
1/31/2020,Sunland,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,739,2558,0.0004,0.0065,0.0145,5107
1/31/2020,Panorama,CA,Riverside-San Bernardino-Ontario,Riverside County,Cathedral City,746,1816,0.0001,-0.0064,0.0062,5087
1/31/2020,North and East,CA,San Francisco-Oakland-Hayward,Contra Costa County,Richmond,747,2497,0.0035,-0.0092,0.0068,9153
1/31/2020,Eastside,CA,Riverside-San Bernardino-Ontario,Riverside County,Riverside,749,1990,0.0077,0.0104,0.0964,2807
1/31/2020,Playa Del Rey,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,759,3448,-0.0133,-0.0289,0.0398,6582
1/31/2020,Sunset Park,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Santa Monica,763,4142,-0.0156,-0.0351,0.0226,4365
1/31/2020,Oleander Sunset,CA,Bakersfield,Kern County,Bakersfield,765,1078,0.0121,0.0047,0.035,4099
1/31/2020,Mariposa,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Glendale,770,2651,-0.008,-0.0026,0.0084,1341
1/31/2020,Scripps Ranch,CA,San Diego-Carlsbad,San Diego County,San Diego,776,2711,0.0135,0.0068,0.0319,7604
1/31/2020,Anaheim Resort,CA,Los Angeles-Long Beach-Anaheim,Orange County,Anaheim,777,2573,-0.001,0.0079,0.0279,1580
1/31/2020,Creekside - Wagner,CA,Stockton-Lodi,San Joaquin County,Stockton,787,1789,0.0033,0.0063,0.0497,3904
1/31/2020,North Clairemont,CA,San Diego-Carlsbad,San Diego County,San Diego,789,2661,0.0058,-0.0439,0.0219,4715
1/31/2020,Hillcrest,CA,San Diego-Carlsbad,San Diego County,San Diego,792,2620,-0.0017,-0.007,0.0308,5280
1/31/2020,Traffic Circle,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Long Beach,796,2338,-0.0039,-0.0085,-0.0084,4427
1/31/2020,East Side,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Long Beach,799,2076,0.0019,0.0042,-0.0085,2282
1/31/2020,Centerville,CA,San Francisco-Oakland-Hayward,Alameda County,Fremont,812,2890,-0.0017,0.0019,0.0173,3989
1/31/2020,Washington Manor,CA,San Francisco-Oakland-Hayward,Alameda County,San Leandro,819,2767,0.0099,0.0405,0.0253,4569
1/31/2020,Logan Heights,CA,San Diego-Carlsbad,San Diego County,San Diego,823,2372,0.019,-0.0109,0.1341,1991
1/31/2020,City Center,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Glendale,827,2677,-0.0005,0.0199,0.0272,3221
1/31/2020,Weber Ranch,CA,Stockton-Lodi,San Joaquin County,Stockton,830,1675,0.0188,0.0257,0.0901,4768
1/31/2020,Nob Hill,CA,San Francisco-Oakland-Hayward,San Francisco County,San Francisco,832,4590,0.0055,-0.0166,-0.0089,2359
